id,x,y
193,320227.2357268138,7354533.681897781
194,320329.20128180925,7354115.210118777
195,324167.1785529731,7354551.566567911
196,329804.1966166366,7354560.186571014
197,329785.10310897324,7354463.078842767
198,329832.61457298696,7354510.359569266
199,320423.18819853663,7354288.037116348
200,320397.01636892185,7354560.591995361
201,320512.33007097524,7354567.802143346
202,316475.08240462374,7354601.554219645
203,315615.5002564648,7354155.165489688
204,312019.4819987891,7354645.630526788
205,308191.96283013746,7354646.704975937
206,308149.53287669085,7354491.234504052
207,308121.4249443617,7354715.008414803
208,326561.92087301146,7354725.2609695615
209,323415.51994679123,7354731.388234679
210,311709.25601412915,7354735.362920039
211,309623.6696020309,7354798.393924841
212,312035.5247956552,7354799.678052658
213,323014.8401696561,7354815.983731588
214,324164.82224532403,7354851.816760456
215,324102.01853121724,7354841.434784748
216,324140.33642268274,7354870.635196085
217,325196.16956852376,7354202.3457524115
218,326004.07791270595,7354877.003126916
219,325697.3251448488,7354315.978219856
220,326445.4719081698,7354757.2845012415
221,326408.4273576476,7354884.689993022
222,326303.62900073733,7354619.590122944
223,326351.4353809329,7354885.41996461
224,326132.0374972215,7354859.997482189
225,326223.4454748481,7354889.778170152
226,326311.29879521765,7354785.548768272
227,312495.4642428644,7354854.839570906
228,312347.491011831,7354907.46461932
229,316489.7595730964,7354917.451488903
230,317268.0861121947,7354111.413178942
231,326327.9778422713,7354918.852742707
232,313228.69470180664,7354924.967871142
233,326039.3901196532,7354932.744742376
234,314912.05323212594,7354938.225789814
235,314718.8447350608,7354912.532930635
236,314973.1140495194,7354952.48062918
237,314966.1044242112,7354944.02745627
238,312192.86616710015,7354962.460507292
239,324402.354728437,7354974.873666218
240,326478.16155885346,7354985.826081706
241,326431.21937019937,7354987.430782457
242,314875.145316218,7354993.035561178
243,326657.24191017915,7354993.9548556255
244,327315.4306530012,7355001.759024781
245,312029.67299333774,7355013.74285453
246,327326.0046376735,7355016.683650321
247,312294.8630400859,7355020.528016463
248,326118.7322101034,7355020.618850867
249,326549.61299348343,7355021.466858026
250,326435.5080200285,7355039.629198037
251,326112.287245322,7355048.353304351
252,326154.1408726321,7355055.803854836
253,326163.98880353663,7355057.407053155
254,325563.6551314639,7354889.0484449025
255,325935.2108087782,7355062.206158044
256,327426.9295448028,7355067.415929697
257,326285.1975251483,7355076.736902319
258,312267.6532707252,7355078.958759853
259,314721.96546235867,7355079.833866426
260,314872.1407503374,7355013.644171949
261,312581.9358366532,7355085.326658989
262,312436.10945353005,7355087.956959814
263,315064.2914460236,7355094.018729022
264,324777.72816300485,7355102.208579123
265,312120.0651291618,7355129.138709247
266,326794.108646119,7355131.961855968
267,326841.11986778304,7354995.194376864
268,311981.0508596217,7355146.574774001
269,312260.8089011004,7355167.219758565
270,312326.6688362798,7355182.800254642
271,312655.81748342235,7355184.829753722
272,321012.38216353673,7355190.905125057
273,312593.0098290546,7355197.603350472
274,327363.28573862,7355206.65471515
275,326913.7961000083,7355207.579168566
276,327027.49250666983,7354987.113269391
277,320352.6418232443,7355212.778220743
278,325304.3063629158,7355224.557874814
279,326951.74884858355,7355260.027123498
280,314565.67508927453,7355228.466030565
281,327024.0591943348,7355283.713438618
282,315240.6277947407,7355288.6776738735
283,327266.8747723587,7355294.726987294
284,310526.22439207975,7355297.680113055
285,310343.9131139051,7355123.427773282
286,310438.0379578015,7355306.333022083
287,312425.0810908126,7355322.269135329
288,312672.2304235166,7355324.34768495
289,314956.89576647617,7355317.210102799
290,315388.99330645707,7355340.471898915
291,325252.96794748027,7355349.085012733
292,312596.72551881056,7355349.417666445
293,314695.7825427158,7354924.110325942
294,314219.69456447475,7355357.43555837
295,310055.84109705966,7355243.4926298205
296,310103.8657002114,7355380.375408123
297,312442.36278783064,7355394.982308989
298,313366.09527839255,7355399.81420114
299,327118.3828343265,7355401.711387894
300,310278.90546532534,7355403.276553825
301,310000.90701584984,7355403.995386453
302,315222.38864085544,7355418.740294175
303,327601.27739824634,7355426.389592127
304,318025.4094953267,7355457.85917168
305,310136.41562233586,7355484.498054685
306,343307.22361481097,7353277.143893309
307,341188.8609426711,7355499.392880994
308,321310.5122988615,7355500.764328741
309,327532.4578282591,7355557.392877571
310,310017.0461340053,7355563.907760997
311,316622.1441037916,7355589.548826575
312,310013.64785319194,7355608.404123268
313,313629.61769209243,7355615.219761959
314,309162.92709882464,7355613.46539193
315,315735.44793886505,7355653.013691697
316,308811.90730719455,7355723.256480321
317,313836.3759041149,7355731.777511556
318,321843.8869793741,7355764.007365764
319,324211.1611752761,7355776.545834284
320,315705.8657694524,7355807.111981722
321,315542.48601568583,7355822.631178462
322,321483.3525190279,7355835.369395098
323,310327.1354043223,7355850.132378351
324,310223.304742421,7355682.462712396
325,310644.45730405394,7355572.043565937
326,316488.54577603936,7355873.504300632
327,341014.649552525,7355921.578888251
328,342794.517404248,7352950.251602367
329,310172.7999688899,7355795.215494563
330,310260.17694470193,7355923.15647788
331,327553.6857029302,7355952.089754146
332,310145.5658053113,7355843.9169324925
333,310227.0087519968,7355960.004843755
334,310199.863666635,7355994.994067732
335,315668.9178691935,7356026.579792594
336,312093.83047505654,7356031.673167951
337,321496.1160882944,7356046.146504972
338,328442.61524321325,7355216.440635946
339,328825.2401071936,7356053.661204104
340,329338.14836854767,7355796.364182654
341,316493.5468943631,7355906.200174091
342,315568.0506784264,7356068.044210402
343,310284.4087352222,7356071.322313235
344,310410.413794579,7356059.723136002
345,315084.22850417625,7356093.693984886
346,315012.5324994717,7356016.65275424
347,315026.32109379955,7355844.762328453
348,315216.7731288746,7356118.701702943
349,313642.8196977964,7356132.539070356
350,313813.6417574454,7356055.593917563
351,308824.35103657376,7356228.397052259
352,315677.1718015736,7356232.215467182
353,315666.8172821896,7356257.426592375
354,313517.1576503087,7356268.963442591
355,313749.81757417973,7356271.133589365
356,318713.4633363476,7356302.030678146
357,327914.1261793589,7356302.597844049
358,313458.6220656531,7356360.486951215
359,313737.585633005,7356396.310587911
360,317572.7868656311,7356454.6129181795
361,317718.6470555309,7356402.494891301
362,317365.5922099184,7356461.124247904
363,314001.88789322414,7356477.565035362
364,314054.61100704875,7356504.631231672
365,340803.9759303266,7356557.181461308
366,314822.74699456804,7356563.756989086
367,310690.8032838823,7356573.591305945
368,310873.2683130717,7356233.208855106
369,317693.5789542645,7356585.396698428
370,317722.1468694732,7356506.549142598
371,317756.1091470057,7356589.666413651
372,340820.74729376845,7356621.681656729
373,314737.702044596,7356630.419989966
374,317684.0446936665,7356646.64072572
375,317754.0298558166,7356650.1408469295
376,327838.72437433153,7356664.637449386
377,334825.3671529088,7355860.982795646
378,334470.57223043777,7356678.1493493905
379,315508.84356968384,7356697.8990231715
380,340729.83967866097,7356706.543716925
381,323811.85485651344,7356716.506262788
382,310865.8516135188,7356717.93330481
383,340827.239895178,7356714.177497909
384,340971.7490793606,7356718.953047956
385,340719.6668044245,7356737.818820759
386,323487.56781118456,7356692.297883235
387,317582.9911339283,7356749.669819494
388,317594.9168524863,7356750.518733359
389,317695.8478245484,7356757.711942607
390,314701.3928262107,7356761.822625441
391,315014.56817732286,7356752.291455516
392,341693.5973637141,7356762.725826681
393,341314.6539939558,7356773.151568598
394,340817.1080440469,7356743.603521236
395,341904.5999236405,7356776.16393694
396,319430.2035959037,7356785.979869329
397,319278.2675627442,7356745.560433856
398,341691.1183504472,7356795.54801284
399,323782.9283719724,7356802.469964447
400,318096.6757235043,7356808.561108984
401,317803.67826824635,7356668.77985422
402,317794.88939146884,7356556.074342594
403,310973.26521189325,7356810.153702034
404,311283.0497946273,7356305.647159189
405,323849.8254274847,7356822.7717518015
406,327990.38681718986,7356836.645118017
407,314666.8294866411,7356850.911957171
408,332042.056380691,7356857.075360772
409,323776.8567571463,7356857.533535276
410,319220.25364056975,7356865.001944091
411,318576.4449159112,7356853.127495967
412,313283.1920664143,7356868.505014074
413,331054.61378078256,7355530.358386681
414,332021.71023494005,7356883.154226994
415,323899.57548104133,7356891.100818097
416,323968.53874148615,7356908.2151517
417,312806.98881139606,7356351.463704681
418,313167.41284541134,7356928.591028254
419,323773.67788930703,7356932.536636637
420,323685.6723493552,7356932.677712204
421,314463.50388353225,7356941.261608199
422,317267.93596797995,7356738.530432662
423,317309.4682318848,7356945.715266107
424,323833.2150273146,7356930.130560017
425,323902.9050082052,7356949.458273721
426,314372.5053910436,7356960.6364257885
427,323824.80596558936,7356973.147742487
428,311137.0842410177,7356980.165132364
429,311433.4418764571,7356669.316779794
430,324067.1033326918,7356988.24974967
431,323821.5576131446,7356989.755689012
432,323888.1550626671,7356993.826775446
433,313486.35438700765,7356994.246847241
434,323993.95649999287,7357009.242634643
435,324106.4087388003,7357017.140605514
436,318453.4674450476,7357020.916881516
437,317236.3290807605,7357022.080320265
438,321928.41516181827,7357022.637451904
439,323756.6607215507,7357024.815558038
440,313793.1802065559,7357028.2138673
441,319399.8962295437,7357029.428193108
442,319365.5490438482,7356849.512697317
443,315286.5690567624,7357011.613403738
444,314759.13272096496,7357033.250362791
445,338387.5805556774,7356648.998626916
446,335225.5461590952,7357037.465453962
447,313404.6102857189,7357047.553391695
448,310163.6126371762,7357050.713584125
449,332140.19334382936,7357057.5738360835
450,332693.30716581736,7356965.569092634
451,317330.10127654206,7357073.491838441
452,313263.79801325593,7357090.910926811
453,317318.76642419305,7357091.879348163
454,314518.31801157724,7357095.592666116
455,322770.2591758091,7355935.96361162
456,323133.9784779595,7357101.937192713
457,340669.5599489687,7357103.616021103
458,319373.5724231554,7357108.694222118
459,313231.9685707735,7357118.445257511
460,317911.8924720371,7357011.675293939
461,318032.05226607993,7357124.614159618
462,323218.5606128853,7357131.05429956
463,323161.55531724263,7356636.138896109
464,313850.13495666627,7357143.297000574
465,317703.19688834995,7357146.629162727
466,317568.7851797547,7357153.101648931
467,314440.5362652512,7357157.075189108
468,317497.7187299598,7357163.200346426
469,313295.9627469778,7357171.05969858
470,324317.03146452736,7357128.370080481
471,317397.6534744343,7357171.845519725
472,317150.7878738772,7357173.531581973
473,317126.2499036053,7357191.352558407
474,317388.7279052166,7357193.808167815
475,317118.50909015257,7357196.98091222
476,313780.9451501146,7357209.583867095
477,317244.7150921216,7357211.985835357
478,318114.3718659021,7357217.767427598
479,318203.7517951168,7357182.553564053
480,317911.7848072676,7357180.482089092
481,322402.24605622515,7357259.476034016
482,317268.5508796461,7357263.141364304
483,311317.7173590232,7357274.236054575
484,311115.3660359541,7357256.086805478
485,311497.1493169926,7357280.108185901
486,313423.53565252386,7357281.732069193
487,318184.6627035504,7357286.012010789
488,317312.0692792963,7357311.511511195
489,311578.3803645121,7357318.888445922
490,332360.038386222,7357319.807631015
491,332490.32042475045,7357297.421976954
492,313755.2645459194,7357334.298881873
493,318108.1690187296,7357334.713751337
494,318073.6768958904,7357347.237757184
495,318788.83570877183,7357348.555536234
496,311320.628205481,7357349.819644704
497,311805.1207102174,7357352.314839916
498,317522.3874119688,7357358.484519837
499,311151.01760742627,7357359.216501245
500,317472.1757017412,7357364.029031353
501,317416.6603681324,7357370.148583502
502,321508.2044470683,7357372.922171013
503,317998.2770356816,7357374.60809365
504,311969.6462628404,7357376.562352024
505,317317.90655824635,7357386.895919848
506,317289.7466279054,7357387.535611021
507,313447.3193768877,7357398.82408765
508,321112.03568058927,7357399.674450741
509,316202.7743316423,7357322.630320309
510,316484.2591227265,7357410.812827331
511,316383.9681034107,7357190.879761952
512,312202.66050894186,7357410.895029547
513,315165.70675789565,7357412.09552764
514,319261.5461594034,7357416.524291798
515,317175.8737465348,7357426.254644481
516,332805.2127835173,7357373.926755482
517,332739.80421589874,7357427.017805575
518,316504.2146957563,7357428.989232835
519,316807.5969864782,7357430.226042353
520,316554.343202522,7357342.885944722
521,313812.2271845816,7357431.526201254
522,317098.2417236399,7357439.114863791
523,318092.6196712125,7357441.705968206
524,318085.4660483012,7357454.896502014
525,316589.35982955154,7357458.862164685
526,317281.7966950424,7357459.422122907
527,317690.5024721856,7357459.926892661
528,314330.7552304901,7357295.71610469
529,311903.4148330353,7357473.673673797
530,333117.5793033196,7357479.690585081
531,333025.9622067781,7357465.581439055
532,317539.908500717,7357483.69562759
533,323356.7854960225,7357199.197385959
534,323457.70339384954,7357491.808640535
535,317491.5217364272,7357493.084808614
536,316694.2683343254,7357495.65428763
537,317442.16231081914,7357500.456625996
538,311306.95798368007,7357500.742529713
539,315914.3669570545,7357505.357718758
540,315969.0957103893,7357442.95278376
541,332435.9420241695,7357464.167140453
542,332473.54002287984,7357509.029620644
543,316781.3058238067,7357512.136207382
544,332365.35839333944,7357519.843524187
545,316775.5103793452,7357524.147177882
546,323408.3219618872,7357526.293058342
547,319037.41043944843,7357529.43795465
548,333192.78057158645,7357532.396386143
549,311521.0546324216,7357515.165530179
550,311733.1303325463,7357535.374337933
551,318985.3281624364,7357535.551290145
552,318960.2308206875,7357482.156870081
553,318977.0863431944,7357536.52213652
554,312034.9710572921,7357543.193423153
555,316059.65083644446,7357442.337274793
556,316263.2216096269,7357548.724744073
557,311633.1432843897,7357435.271097441
558,311436.84585054405,7357548.933868614
559,318919.9698905265,7357550.945867062
560,318870.240742187,7357463.87889
561,312715.1434401171,7357562.908896295
562,314586.7893905016,7357565.800406581
563,311247.5837782519,7357571.633069877
564,311413.1695279591,7357571.863519556
565,317066.8783146264,7357578.094601558
566,332536.1703273915,7357583.766549223
567,312724.3034089925,7357586.954222084
568,315861.35980550107,7357587.622976504
569,316651.356756418,7357600.547391743
570,313465.3018710911,7357601.332494085
571,316083.8211891474,7357605.00899518
572,323277.78180944175,7357607.67581955
573,311940.44616712816,7357621.381702462
574,316710.24932011776,7357622.896519878
575,317455.6097669853,7357629.614902272
576,333189.0124888364,7357632.632810878
577,319379.46198630985,7357637.175392052
578,317351.2997770561,7357640.211085408
579,332926.81176441815,7357642.618893393
580,323758.40226288326,7357646.516687687
581,312154.67483683303,7357655.480639796
582,318830.6688402351,7357656.003079908
583,315812.25949992985,7357663.812582986
584,316647.027722653,7357665.379704084
585,316568.62417368125,7357636.2909119325
586,323042.4841840798,7357674.379614054
587,332382.54662933573,7357676.744252469
588,318689.995785865,7357692.757457663
589,314568.84268012363,7357694.758602042
590,311727.12871391885,7357696.078793116
591,322768.2558282539,7357252.820007257
592,322870.70808427315,7357696.381484987
593,318873.10550634004,7357700.976033474
594,317249.8081675293,7357680.727172909
595,317231.6086840769,7357709.483939773
596,340461.6744840853,7357712.000260073
597,322560.33682682645,7357277.4190143645
598,322763.5433578091,7357724.338083231
599,319125.489541892,7357731.573006862
600,319142.9539072756,7357705.07560773
601,316049.7463344624,7357732.189151335
602,311603.9149860963,7357733.204173038
603,311372.0854621129,7357734.047248984
604,315766.36967607494,7357735.025340765
605,311335.0512158992,7357735.50072926
606,315136.7797366064,7357739.908000527
607,317578.84782086033,7357744.169230019
608,317617.0676945802,7357733.37715836
609,317290.9370136112,7357745.748427537
610,318914.9299264261,7357747.680166035
611,332438.0761638507,7357749.9480098225
612,317526.14892837126,7357754.589493585
613,317476.14534445666,7357758.874019319
614,311496.35812722053,7357764.729079553
615,317400.1255794475,7357764.966405045
616,317328.313100134,7357768.586267378
617,315245.2028962644,7357774.21929498
618,317402.6659821039,7357775.078379075
619,317069.5863005109,7357775.493507036
620,323323.44742281083,7357779.032979341
621,317135.6085052751,7357786.721718587
622,333439.4544166308,7357789.561693866
623,319087.2589135533,7357789.566125245
624,318945.6732193241,7357795.983903058
625,319063.5048111724,7357604.842812946
626,313951.199855417,7357796.422214352
627,327475.49706921633,7357619.623523808
628,328013.0782253351,7357801.076508684
629,315994.7931919852,7357801.747146146
630,312803.51713997405,7357804.039830963
631,311994.4398315409,7357804.048406617
632,317398.14329267386,7357811.263917947
633,318539.4937223308,7357811.929554494
634,314931.69654445536,7357812.596977038
635,322698.0716516292,7357814.701871077
636,317203.95227879286,7357820.486900095
637,335203.9123207908,7357820.97645456
638,313339.82289514504,7357819.284692596
639,315103.7744484972,7357825.927808638
640,318945.64989170525,7357830.254547217
641,332473.1110493755,7357838.374996686
642,317320.0567559311,7357841.355016222
643,319052.84921258595,7357841.747650742
644,323493.81629224773,7357849.418146476
645,325751.4231714234,7357604.329937267
646,325638.42488327995,7357855.732273359
647,332487.86873894,7357856.744177325
648,316943.18708615564,7357857.860232739
649,316995.34865474515,7357875.38171266
650,317602.8199323788,7357879.652343146
651,311783.11336940713,7357735.5467335265
652,317544.54769402463,7357882.946307125
653,326667.33400063124,7357494.773161272
654,326633.61670522485,7357884.524271533
655,327025.38839092385,7357888.070939942
656,314144.2531530615,7357888.459680495
657,319230.8967553722,7357889.064657821
658,317733.37981421035,7357889.944642775
659,317039.7310725348,7357890.300863268
660,317490.22942989133,7357891.706622058
661,317605.9470491838,7357897.337053449
662,318746.6122926185,7357904.312911881
663,318945.60432093404,7357906.815287597
664,319097.23460341897,7357665.955023764
665,317093.15045439266,7357908.247783015
666,317092.8490708247,7357857.379802229
667,319099.53489204217,7357908.582969015
668,317446.1861567898,7357908.671840506
669,311876.7128857486,7357913.192879361
670,311455.4520890973,7357913.357021863
671,317182.1811125027,7357913.963664444
672,331088.32220899966,7357872.133291141
673,331083.4312890256,7357916.623152445
674,322690.97523244936,7357917.92373345
675,331229.39190187864,7357920.648823508
676,331254.0978941154,7357707.827296309
677,311747.74213952944,7357907.498228307
678,311839.0598567547,7357926.1264603315
679,311862.4325249344,7357926.431718295
680,318820.5714231105,7357931.638791401
681,318975.68296096846,7357937.532037582
682,321672.5086831376,7357937.972045183
683,319197.0706820823,7357938.595447623
684,312018.7768107774,7357940.413672377
685,315196.594304882,7357941.187793095
686,314047.1040022364,7357945.880164655
687,319097.35591793805,7357946.647927186
688,316033.29464027844,7357948.496333241
689,332595.9912871327,7357953.751440547
690,321806.9047884578,7357956.803541295
691,317306.2170525128,7357960.032231476
692,321911.9104492059,7357962.122767135
693,317291.7403402114,7357963.481783055
694,316960.9910445595,7357963.70276357
695,311548.2840747973,7357964.938930312
696,317102.9489002526,7357966.015269762
697,319015.94834832754,7357971.400599463
698,317302.40014658496,7357983.1119229505
699,317920.0634578606,7357983.920333281
700,326662.1377055105,7357992.605030986
701,326799.8143704999,7357927.737768655
702,318846.3373156898,7357992.651423796
703,322209.2113055065,7357995.734477697
704,311945.27689660154,7357997.254183868
705,316873.61027548555,7357998.037703072
706,316871.35795748886,7357982.114007284
707,321457.9976089811,7358001.142242442
708,318008.5102650132,7358001.209831913
709,323521.41491509136,7358005.13478332
710,319057.8062860053,7358006.618224033
711,321048.74817345943,7357568.402389968
712,321440.4787481427,7358009.36535135
713,316775.3072652938,7358010.965961804
714,316781.1104931468,7357935.086795174
715,318898.9354591267,7358016.130491817
716,317434.9937943695,7358016.250590389
717,316730.323449227,7358016.884722445
718,314113.0459732851,7358019.351127893
719,313927.8955620043,7358020.339388142
720,318132.41990359314,7358021.195058682
721,326666.915899802,7358022.113955708
722,317697.1642948529,7358026.449175972
723,314244.76458316296,7358028.382971461
724,332693.71916239057,7358036.515421768
725,323155.0495218029,7358055.13756512
726,331028.2920229882,7358052.885524963
727,331089.69391198736,7358056.551778449
728,325776.561316479,7358058.890473656
729,318942.6304692337,7358062.392747512
730,322905.4697482269,7358062.5609812755
731,322806.3832124863,7357972.621016342
732,326453.5300268773,7357997.514461316
733,322840.1948047709,7358066.488023073
734,331288.99611698184,7358067.327030876
735,334395.76902462915,7358068.132783758
736,334466.200280793,7357644.100481889
737,317705.24642835185,7358068.72025374
738,317782.4699520664,7358056.947978438
739,317356.8374423888,7358069.447010074
740,318093.25514069945,7358070.501097995
741,318150.3172147656,7358071.930388994
742,323260.4618657101,7358014.053150983
743,311371.4616247136,7358078.856099138
744,322771.7460415354,7358079.192504743
745,316886.2363680089,7358087.310236958
746,317009.3806200884,7358071.329426166
747,314174.52009321656,7358087.845976486
748,313805.1741304836,7358088.305569575
749,318269.04784838576,7358090.730267337
750,316790.579654214,7358097.946171651
751,317285.7513683997,7358102.407020301
752,317396.6828522058,7358102.4621227775
753,316717.6551690297,7358106.345207048
754,313994.0315817464,7358111.901947726
755,323452.6786209503,7358112.042952749
756,317372.7876763707,7358113.678973039
757,320677.87008299865,7358115.675233821
758,320296.92552015,7357481.894101473
759,320701.15841809195,7358103.049919318
760,317471.99105762504,7358048.963561811
761,317507.02680505626,7358122.3583061695
762,314352.8288380876,7358126.964213982
763,314209.8665103214,7358127.2259260975
764,323071.34402018227,7358108.450294055
765,332431.3036037674,7358138.674502339
766,318981.8980525732,7358141.651712296
767,318926.9626364894,7358090.142034112
768,318359.93014224805,7358142.740190522
769,317307.7112243073,7358144.211953604
770,318152.3265682496,7358146.756183945
771,332422.5215960955,7358148.540579865
772,317452.2470386252,7358148.979359814
773,333159.1924601849,7358132.103804215
774,332989.64165407047,7358147.517128952
775,320583.38316387497,7358166.901661612
776,330972.83009750675,7357937.056703526
777,330958.08567268867,7358169.410937569
778,317462.85429270845,7358171.178468944
