id,x,y
190,655382.1088681687,7452070.820372202
191,654406.5126062054,7452085.887891549
192,656640.5371385561,7452103.679073601
193,656621.8542808443,7452089.123601657
194,655011.2028206354,7452112.020842789
195,656636.3784449147,7452112.7588603
196,656698.8030628236,7452100.556788743
197,656693.6223645946,7452117.764495556
198,656669.3382106991,7452118.427858179
199,656707.0988560487,7452122.529502158
200,656675.9535603337,7452126.708550394
201,656637.8499834165,7452135.899179907
202,656710.0092030186,7452136.219761983
203,655603.90153284,7452136.803287247
204,655608.8859480396,7452138.102605903
205,655338.104355826,7452143.65517636
206,655342.774832136,7452145.323271628
207,654767.272724688,7452148.104278279
208,655358.2781125531,7452150.876869434
209,655340.9764938494,7452151.7979828
210,655339.9279152276,7452156.38723552
211,656714.4404433724,7452157.158664667
212,656739.5235351771,7452165.268552981
213,656445.935193452,7452171.03084443
214,656718.4180378728,7452173.916341011
215,656711.9206924736,7452175.955380976
216,654906.2619351484,7452135.020036256
217,656689.3897602912,7452177.663557526
218,656727.9236267013,7452178.257705976
219,656688.008583311,7452183.790818752
220,656706.6696798,7452184.47075114
221,656729.7734000934,7452190.497277345
222,656709.2330976753,7452193.402823817
223,656747.6488680281,7452196.423359828
224,656720.3071540073,7452197.77210648
225,656757.1985488497,7452200.07766019
226,656695.1918820515,7452207.192626784
227,656321.5580066368,7452209.130329854
228,656309.4278275538,7452199.788482895
229,656441.4474673821,7452174.429193207
230,656340.5729533145,7452210.327507227
231,656724.8447438199,7452217.11524282
232,655628.3826238168,7452218.363500611
233,655791.7749426346,7452193.312745421
234,655939.4707726175,7452225.044394188
235,656574.768302748,7452226.578008464
236,656600.7207193272,7452223.704750871
237,656727.0978806838,7452226.759289234
238,655625.9846696109,7452230.259621969
239,656565.6199021703,7452230.925887559
240,656582.0462057777,7452231.562856305
241,655615.6160217775,7452234.575265648
242,656603.0909382161,7452234.753982875
243,655624.6395466467,7452236.940077297
244,656547.0411116201,7452237.155074978
245,656074.192490371,7452238.150342016
246,656467.0088600982,7452170.892800564
247,656494.7296836236,7452239.863403767
248,656577.1199040059,7452211.293532669
249,655941.9888437055,7452229.65820155
250,656063.8960256977,7452241.513193268
251,655613.3114651917,7452241.961230951
252,656683.8959346358,7452244.386279406
253,656585.699161917,7452244.62617484
254,656577.7856770847,7452244.641387138
255,655328.361349511,7452245.02695868
256,656500.5967776757,7452254.460986539
257,656563.8304799665,7452259.814403526
258,656572.9479025202,7452264.281731205
259,655756.2813757323,7452267.367217511
260,655721.1009748317,7452273.867366403
261,656782.8983119484,7452275.034667641
262,655759.7576759243,7452278.393983158
263,655784.490280062,7452198.504547564
264,656565.5386285661,7452279.120656599
265,655767.9217726002,7452280.900521586
266,656570.5747050531,7452281.789488153
267,656595.6312414967,7452245.739710598
268,655772.0012215097,7452282.067906801
269,655796.7902708314,7452201.532891045
270,655718.2835326055,7452282.866491009
271,655757.8235060293,7452284.604390214
272,645490.095765885,7452285.57894082
273,645508.9181593442,7452225.898840418
274,656353.2953616856,7452286.56525689
275,654116.6211785655,7452289.261209633
276,654198.1055623936,7452225.613057735
277,655811.0155989807,7452293.232357787
278,656827.2860130081,7452299.265728934
279,656355.9281147029,7452299.966227737
280,656605.9917145818,7452300.55847087
281,655929.795992231,7452303.016888977
282,654213.3435473898,7452303.11736319
283,655302.0605973452,7452305.353034261
284,655549.8777260119,7452309.850915429
285,656078.2180384146,7452243.822619826
286,656075.082974595,7452311.926779376
287,656062.7454078458,7452312.199080623
288,656357.9333919901,7452312.403534126
289,656551.7148178769,7452249.918889713
290,656207.8796920711,7452234.55527356
291,656213.4924226254,7452312.6099997
292,654310.4014834743,7452316.692607862
293,655921.6954123909,7452317.475048384
294,655014.0847221138,7452317.533601578
295,655936.1987668453,7452310.602434117
296,656061.9375269776,7452318.287079758
297,656069.5893116444,7452318.423988719
298,656079.549455544,7452318.602199818
299,656214.2676195856,7452323.390454191
300,656829.853382824,7452322.29492553
301,656830.8464186266,7452326.1050695
302,656787.3003058471,7452327.4904113505
303,656865.0318814581,7452328.372221868
304,656069.0044593569,7452328.623076928
305,656830.7236486841,7452330.048690846
306,654400.5931353355,7452330.326826505
307,656214.8828988671,7452334.910714565
308,655926.4522243002,7452325.4652911
309,656068.2629748825,7452336.289329719
310,656780.5009044129,7452339.308663443
311,656683.2429954894,7452345.764276606
312,645469.8080238216,7452348.473433335
313,656797.7107006218,7452348.765475505
314,656787.1649128711,7452349.559053608
315,656857.3645749977,7452353.800734453
316,656828.8449339988,7452353.290471241
317,656800.1346053435,7452359.341783087
318,645517.3420714568,7452363.194142736
319,656823.1899352893,7452363.219193014
320,656766.3212482277,7452363.954766923
321,656776.3839724977,7452368.63358151
322,655739.1915148273,7452369.668398137
323,655741.7868788727,7452370.309603798
324,645463.45450495,7452370.759408983
325,656802.8226037398,7452371.070419771
326,656761.8413030319,7452373.680233227
327,656506.0757994447,7452374.888592764
328,645481.0192751195,7452375.837905473
329,656883.344936843,7452377.105609614
330,656771.2804953661,7452378.520602041
331,656516.1041115467,7452379.224642611
332,656519.7011666298,7452380.836996531
333,654005.1567550544,7452382.883454638
334,656670.5263662674,7452385.320422547
335,656875.9962165942,7452385.684752941
336,655449.3476749938,7452388.67602231
337,655458.4223261354,7452362.336824196
338,656371.4655078854,7452396.258485752
339,656437.2706910064,7452379.825335386
340,645454.9104301706,7452400.729430053
341,655505.9729421912,7452355.720178914
342,655902.6914712917,7452410.06238372
343,656835.8280052226,7452410.458893753
344,656218.9273706255,7452410.6378986705
345,656268.831703647,7452406.618846424
346,655975.7155799204,7452419.535742921
347,656219.3613748308,7452419.835833337
348,645479.5561197978,7452421.541064592
349,656840.6401600847,7452422.71178605
350,645439.1302328315,7452412.6977551
351,645417.1708039902,7452423.707198069
352,656059.7131465459,7452424.686521485
353,645299.8999851514,7452397.093356727
354,645399.6403939603,7452425.349861476
355,656646.3109041844,7452431.873544218
356,645397.0273457617,7452433.85742831
357,656991.5420506187,7452435.131130196
358,645452.2452911455,7452436.633175473
359,645945.3844634397,7452440.43734439
360,647777.2147063445,7452442.195456848
361,647787.9849032182,7452394.163098611
362,656727.0430786945,7452444.241713293
363,647872.1253106669,7452186.73494132
364,656982.6071987236,7452448.136887014
365,656740.9402880315,7452449.024461755
366,657013.7213241914,7452450.712704931
367,656876.8919166084,7452452.011069778
368,656997.238095481,7452448.581797761
369,657000.3255870333,7452452.724385467
370,656991.7292758245,7452453.024738752
371,645483.4616460148,7452453.3171577025
372,656977.7208245108,7452455.253215506
373,657008.3277507434,7452458.332681537
374,655713.3197454503,7452458.362226415
375,656719.1068952605,7452458.676482353
376,655715.9167793356,7452459.276183688
377,645463.6243829885,7452460.1646266095
378,656989.4382866761,7452463.292149981
379,656739.0347565971,7452463.828126959
380,656715.6873959005,7452464.935773021
381,656859.0854299143,7452467.423962573
382,656730.6683731889,7452468.478000845
383,645534.5527852736,7452470.184807275
384,645551.3864764245,7452416.791523627
385,656999.5402529761,7452470.72783673
386,645442.897301035,7452472.490966819
387,656981.9259650875,7452474.516263806
388,656455.8046578895,7452475.432931431
389,656453.5912086973,7452475.478159721
390,656386.9000862055,7452476.771410649
391,645415.4497900615,7452478.780953147
392,645424.576718959,7452483.553727734
393,653901.2261921065,7452483.680855806
394,647764.4548500311,7452483.857964485
395,647572.19929484,7452050.261401975
396,656706.7170009585,7452484.375698372
397,656450.7493185168,7452486.028056503
398,656717.0257465811,7452489.051986842
399,656459.7742516203,7452490.463201263
400,656585.2398506217,7452491.413461112
401,656540.1086567165,7452457.820858955
402,656463.4486548826,7452492.189464962
403,653891.1973668281,7452494.204197722
404,656329.9016243741,7452494.452500257
405,653987.3962514419,7452496.904817429
406,657088.4345999667,7452498.047173196
407,655884.6925476016,7452500.756658889
408,653711.046475539,7452424.624651981
409,653762.5610253895,7452501.713269364
410,653748.7794265943,7452436.087034794
411,647239.6120874276,7452502.327963659
412,656280.9116199957,7452503.622675083
413,656226.5880376454,7452510.46732058
414,645521.7857702654,7452510.682367481
415,656604.9088030849,7452511.041663378
416,654081.791649106,7452511.61631598
417,647452.2546358285,7452383.73520858
418,656953.6926823733,7452516.699439151
419,657074.0897125341,7452518.075167055
420,656054.671351769,7452518.402364984
421,655995.0269701509,7452519.221907751
422,653866.0130049875,7452521.061824805
423,656106.9871409973,7452522.498146842
424,657135.0375553174,7452524.247524463
425,654177.5339154061,7452526.712052474
426,645413.2919972194,7452526.860532072
427,657116.5379927987,7452528.272850735
428,656228.1887956243,7452531.313975825
429,653885.3296600785,7452531.693935523
430,656436.8581199283,7452535.883904517
431,656439.4828262683,7452537.457809951
432,657109.6625909377,7452538.267141901
433,654274.3982822411,7452541.264109334
434,657119.2046115613,7452543.117303217
435,653784.79386485,7452543.876028794
436,657125.4978078455,7452546.041382736
437,657104.656964737,7452546.958915512
438,657114.3618993228,7452552.130984856
439,655685.8381261239,7452552.952936504
440,655688.4410648867,7452553.789763886
441,656570.9865124449,7452555.636177668
442,654368.5384878367,7452556.009688178
443,647459.9266178114,7452535.522093355
444,654396.9944784921,7452560.30148372
445,656632.3476475328,7452564.109643876
446,656885.2328317929,7452564.524123666
447,656682.4688516529,7452570.994844561
448,656231.2538462989,7452571.713053912
449,657243.8873071084,7452573.925799492
450,655753.208387048,7452574.612024215
451,656910.2204559846,7452581.073149842
452,657270.1412760345,7452582.166556881
453,656851.0311773745,7452588.214561562
454,657077.2477366412,7452594.552322595
455,655867.0774724064,7452594.879819328
456,657235.2348974738,7452595.289624085
457,656801.4799360353,7452597.6359281745
458,657088.2589954622,7452600.716003691
459,657248.5361222941,7452600.875495977
460,657261.0927247619,7452605.826868654
461,656284.484293608,7452609.474598462
462,657244.9809910422,7452609.610232987
463,655981.0341170002,7452609.73070647
464,655758.4576684646,7452613.260905501
465,656911.6951737674,7452614.279679619
466,656046.7323192302,7452614.429553901
467,656087.8333508158,7452616.371890241
468,656106.1508301375,7452617.476987421
469,656111.8894529808,7452534.606333533
470,656931.8721833341,7452617.745235094
471,654562.4616353009,7452593.923570408
472,654719.1781708794,7452618.763940821
473,647281.0243638922,7452618.80244217
474,656119.1101372391,7452618.814994643
475,656136.7112590298,7452620.027173606
476,656142.1695550196,7452537.812776812
477,656148.8691074513,7452621.1741640195
478,656167.1771602547,7452622.3568032
479,656173.3904579245,7452539.82445546
480,656178.8312192317,7452623.353977577
481,656198.1447960073,7452624.636853026
482,656204.183690262,7452541.120715315
483,656254.941746965,7452628.88483057
484,647455.4513726868,7452634.973068724
485,647531.2922131848,7452560.577574414
486,655859.0879789218,7452638.804500024
487,647278.4924711082,7452640.6974792285
488,655659.326684691,7452645.263344368
489,655661.6722047748,7452645.977863329
490,656983.3921218067,7452647.582273075
491,656579.2587993899,7452651.970886221
492,647536.0598573107,7452652.485240306
493,657224.414182038,7452660.141607243
494,653120.7033248311,7452631.905048982
495,653054.9046889218,7452662.398066013
496,656964.0171541208,7452663.964049913
497,655131.9316632021,7452641.578006616
498,654472.2914254982,7452666.178857543
499,653178.2257890534,7452668.237988051
500,653215.2993714605,7452669.321229648
501,657451.3272235692,7452674.085441041
502,655763.5591250677,7452675.18871006
503,655760.1568289036,7452626.864195935
504,657031.3625212237,7452677.101925421
505,657450.1592884129,7452677.267720018
506,655897.1794071542,7452671.697038844
507,657043.129322309,7452682.980885508
508,653117.3926333906,7452687.141693543
509,654584.6823426606,7452687.401722696
510,656340.65193241,7452692.032734631
511,656343.072250789,7452693.148135
512,653207.6206642622,7452693.24151878
513,657588.3017568076,7452694.186530168
514,647406.9959474113,7452698.933640138
515,655929.3332765196,7452699.357851275
516,655186.3243967611,7452699.829033456
517,656482.8098255564,7452700.251743915
518,653285.1179345995,7452701.264814954
519,656082.4877821719,7452701.575028834
520,656112.4189395029,7452702.736504224
521,656142.7842363315,7452704.247769051
522,653766.1227930598,7452705.257992115
523,656172.3004099801,7452706.897352558
524,655214.6410140749,7452707.431850164
525,648095.3472559638,7452707.88021209
526,656039.310639699,7452707.981852766
527,656068.1385156922,7452710.483762323
528,656110.7434938103,7452713.119144275
529,657704.3652893314,7452714.436743742
530,656331.5797626292,7452715.537589368
531,654692.6768087521,7452715.612408119
532,657580.8518325193,7452717.774902682
533,656188.8710025577,7452719.382405636
534,656340.7792465361,7452719.993140861
535,653855.7573291222,7452720.385201639
536,657004.9272706285,7452723.047665256
537,653129.5309751658,7452724.580136164
538,655090.3255320312,7452724.619319923
539,653087.1240847241,7452727.183288421
540,656810.8094995739,7452364.442223425
541,656998.630121802,7452727.587440614
542,653027.7326745633,7452727.689409152
543,653028.9996162495,7452713.225195089
544,653913.1962884478,7452729.363956005
545,654748.976641315,7452730.34708266
546,656444.7502498021,7452730.526128059
547,653007.4013082823,7452731.085983206
548,657430.3111069808,7452731.348162898
549,654573.286531724,7452731.36054727
550,656992.7908019898,7452731.801277642
551,655794.3325768095,7452731.822440427
552,653184.6875914885,7452732.942658213
553,653241.6066444851,7452726.193396076
554,651602.12247317,7452722.061092249
555,651597.9004513212,7452733.299275567
556,655093.6175720654,7452734.717905307
557,653950.2446906483,7452734.952705967
558,657015.1129978141,7452737.492309257
559,655633.1767946146,7452737.879993076
560,651710.6831161967,7452738.028524739
561,655636.0637464188,7452738.65519512
562,657717.1770148454,7452740.39547712
563,657009.9659036202,7452742.230461252
564,657652.2065405464,7452744.632950546
565,657651.5461393949,7452746.85785616
566,657004.361784135,7452747.37205648
567,654044.6925303712,7452749.641845979
568,657190.3869629661,7452750.363578781
569,651548.0080108643,7452752.816806447
570,654567.0069097513,7452755.577329263
571,653022.3717278391,7452755.793983064
572,655116.6856676675,7452758.122226356
573,655178.6956757782,7452754.059272799
574,653417.5877712257,7452761.780391993
575,655101.9242454553,7452763.90034308
576,655098.9737707516,7452755.11602171
577,652954.3167376239,7452764.095503163
578,654140.493298633,7452764.305433483
579,657708.2038012119,7452764.343228395
580,651784.4347671149,7452768.01229821
581,654682.8761065062,7452770.108288614
582,654736.6647045137,7452774.880274072
583,656063.1705800006,7452775.838449351
584,655825.502308839,7452778.230770495
585,654235.8459715536,7452779.227726457
586,654937.6846699538,7452782.008501785
587,655890.5213309368,7452788.529734207
588,657054.07736794,7452792.786719708
589,654329.7997047612,7452793.64334288
590,653717.8622096684,7452794.797052455
591,656103.4596953997,7452796.24947549
592,654832.8202825589,7452789.048593246
593,653196.771017191,7452796.106046527
594,653244.6216899259,7452801.630542261
595,657635.1397420494,7452802.131359979
596,654391.7968153302,7452803.260005343
597,653779.02555924,7452804.125765114
598,653711.2088828096,7452806.680971828
599,651706.0599430976,7452808.936017107
600,651651.0672791395,7452804.530837685
601,655173.5089926412,7452809.537747195
602,656029.5059143072,7452810.916385629
603,656033.3228173908,7452811.297508575
604,657102.1584206792,7452815.195522279
605,655014.4447284983,7452816.696497259
606,657857.5831724778,7452816.70310249
607,653003.9902209314,7452816.732207295
608,653776.8591022715,7452816.761051663
609,651847.6237237668,7452817.669894962
610,657856.2979846317,7452820.52362341
611,657395.3061522525,7452821.09366573
612,651588.3589379173,7452821.653191416
613,653898.1642949115,7452822.7265620595
614,651534.4819350904,7452823.182898776
615,651517.9232735541,7452823.649089216
616,651483.6994414674,7452824.625806079
617,656149.6033102013,7452825.691189708
618,655818.3826966649,7452826.985677882
619,655616.8506807731,7452827.006077629
620,655619.3191017434,7452827.822097698
621,655622.0839494374,7452828.453370494
622,655617.2312291078,7452832.073984702
623,653070.4352912186,7452820.395517223
624,657083.4016473619,7452833.852213901
625,648530.266940318,7452835.058000164
626,648489.9578996394,7452806.266995762
627,653896.2986645531,7452835.702075732
628,657154.6484347507,7452835.775096039
629,653316.6288343985,7452836.043277011
630,653313.5727775963,7452797.759147303
631,654010.7433491033,7452840.308520287
632,651893.6383403437,7452840.348306266
633,653247.0989380209,7452840.463200999
634,655609.5240295008,7452841.035185665
635,655612.7330020778,7452842.098227919
636,655616.9031748073,7452842.940897658
637,656025.4510080693,7452845.808222693
638,655611.0539267194,7452846.235135529
639,654709.3790057674,7452846.377667314
640,655331.1460588109,7452850.663211339
641,654008.9783667261,7452853.094765946
642,652272.5110393623,7452854.946423937
643,656124.5351069588,7452855.530509799
644,654125.437477435,7452858.211218704
645,653319.5885803448,7452858.880437235
646,655099.3643529294,7452859.350511004
647,652292.2943006074,7452862.154008773
648,651510.6524180444,7452865.902270803
649,658076.2590399263,7452866.659601939
650,654685.7009980325,7452867.163780645
651,654582.4655509023,7452839.357984154
652,655798.7680642409,7452868.794064576
653,655404.6174312681,7452869.525504376
654,655493.6310987631,7452869.910172789
655,655805.9784447094,7452870.236333456
656,654123.489476596,7452871.132249724
657,648579.2892644964,7452729.384849583
658,655179.0361248981,7452872.225273662
659,653238.4380932022,7452872.599211442
660,657838.5695269406,7452873.225602847
661,655797.7122199107,7452874.70742768
662,648503.4265877493,7452875.753230198
663,655443.9486165587,7452878.674936468
664,653440.0313968789,7452878.756095354
665,654257.2766403994,7452878.793885755
666,655837.3131472068,7452879.201997806
667,655594.6746860258,7452883.801577702
668,655203.7514536818,7452884.405666484
669,655597.5753996493,7452884.790302372
670,651647.4440531777,7452881.10899903
671,658058.6043974534,7452886.701308276
672,651767.3762431787,7452887.282747071
673,655478.9081476992,7452887.315866302
674,655596.9971278151,7452887.343298277
675,652288.3116080752,7452887.841230767
676,655602.5074585266,7452888.925103672
677,655833.9832916167,7452889.203109024
678,655898.0152306538,7452889.291085645
679,658057.7734194491,7452889.504489876
680,654255.1227491274,7452891.617392724
681,651256.2592870081,7452733.978430643
682,651414.5896475902,7452891.998075915
683,651441.8721806649,7452832.888163703
684,654791.4792980496,7452893.026884148
685,658079.3405221282,7452893.548132065
686,657600.8641141728,7452893.885216828
687,655509.2165779304,7452894.199867655
688,655320.7553513991,7452894.490517519
689,656238.2410359206,7452895.298580312
690,656234.5101279123,7452895.304200481
691,656021.9397897432,7452895.533476458
692,655517.9943847461,7452896.556239624
693,658080.8601706671,7452897.452242768
694,653649.6685421458,7452897.673556908
695,651834.8332886379,7452897.806999211
696,657128.230037,7452898.010714956
697,651469.0455066087,7452898.037390634
698,658095.4146801569,7452898.616824944
699,655892.6521263011,7452898.925746746
700,654389.6792372577,7452899.303180018
701,656250.6952400915,7452901.259585023
702,658104.3238013508,7452901.712291105
703,658094.6953012999,7452902.373367075
704,655675.1357036754,7452903.520318621
705,655617.0473049209,7452886.493111156
706,658100.4904416045,7452904.4352886975
707,657131.6871637842,7452905.139389621
708,657123.422147017,7452905.779625418
709,655590.1308876462,7452906.240140748
710,652285.4450451471,7452906.352408154
711,657362.2075873418,7452907.939818155
712,658093.3258360922,7452909.524611081
713,655601.4427758949,7452909.810470626
714,655670.8871258795,7452909.942966771
715,655305.263348422,7452910.89625984
716,654389.4179417677,7452912.76059994
717,657119.3866720935,7452912.920303621
718,655590.2632947182,7452914.06802459
719,655597.2862066766,7452915.224415539
720,656225.2764038146,7452916.119678896
721,656228.6782021839,7452916.006748043
722,652704.6497757407,7452921.615663814
723,652058.506726589,7452924.588692163
724,651955.726331274,7452884.457617464
725,652749.3298839908,7452926.797504416
726,655730.2174017783,7452927.112123858
727,655742.740493305,7452927.879153908
728,655325.5320928078,7452896.50082344
729,655388.0844745832,7452927.934360633
730,656240.8911919631,7452929.363333366
731,656235.9605408199,7452930.260620552
732,655387.3922822922,7452930.377786333
733,655664.7155312952,7452930.582321663
734,655188.906251153,7452930.659807355
735,653880.7972303899,7452933.288580822
736,655823.8944764556,7452937.291185191
737,655433.8528309455,7452940.06249906
738,655872.6336253164,7452940.328693973
739,654665.3786298577,7452942.044329442
740,651486.1353304982,7452942.060065286
741,655433.2645094059,7452942.63773836
742,658041.5594161237,7452944.200036021
743,654605.6385275191,7452946.6354101375
744,654568.3681320334,7452927.540401285
745,655076.9956881739,7452949.269096628
746,655468.5935594812,7452949.33694042
747,655741.1528269248,7452949.711253473
748,658264.7532395469,7452950.91759182
749,655467.9025258487,7452951.891097655
750,652568.7345206123,7452952.498559322
751,658065.0514266221,7452952.856152143
752,658263.9677380314,7452953.441403225
753,655063.5989794955,7452955.21024065
754,658076.1890174514,7452956.348978728
755,655504.4651472252,7452958.93180377
756,655504.0053671263,7452961.051684392
757,651893.2507572249,7452889.143087069
758,655518.9955214662,7452962.502068834
759,655530.4200106896,7452919.571939825
760,652651.7600991884,7452963.835408619
761,655518.4034265755,7452964.711912436
762,654692.1637619007,7452965.134118384
763,657806.4136396293,7452965.666438817
764,655812.9762011021,7452967.691729448
765,655544.7752137119,7452968.547026094
766,655539.7254434275,7452929.320204246
767,654107.8463070262,7452968.753758909
768,654743.6159657091,7452968.900337938
769,652689.5522695063,7452968.998904736
770,655117.216222507,7452970.093146541
771,656199.5577560235,7452971.114816785
772,656050.7286616415,7452956.351195906
773,655544.2604873469,7452971.2986906525
774,656203.5590707902,7452971.482906162
775,647410.2891018018,7452971.57552638
776,656216.6613724381,7452972.741844149
777,655567.8321041288,7452973.955730576
778,652777.3016665047,7452974.141066321
779,655585.4120707838,7452977.051364579
780,655587.7759591425,7452977.669144532
781,655602.8444533246,7452920.437968343
